Animal_Type,Breed,Age_norm,Weight_norm,Duration_Days_norm,Body_Temperature_C_norm,Heart_Rate_norm,temp_deviation_norm,Appetite_Loss_bin,Vomiting_bin,Diarrhea_bin,Coughing_bin,Labored_Breathing_bin,Lameness_bin,Skin_Lesions_bin,Nasal_Discharge_bin,Eye_Discharge_bin,symptom_count,is_fever,high_heart_rate,Gender_bin,Breed_encoded,animal_Cat,animal_Cow,animal_Dog,animal_Goat,animal_Horse,animal_Pig,animal_Rabbit,animal_Sheep,Disease_Prediction,Disease_ID
Horse,Belgian,0.6,0.5352,0.8333,0.7222,0.0421,0.7222,1,1,1,0,1,0,1,0,1,6,1,0,0,73,0,0,0,0,1,0,0,0,Equine Viral Arteritis,66
Goat,Nubian,0.0667,0.1246,0.4167,0.9444,0.1053,0.9444,1,0,0,1,1,0,1,0,0,4,1,0,0,68,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Sheep,Tunis,0.2,0.1005,0.5833,0.2222,0.0211,0.2222,1,1,0,1,0,0,0,0,1,4,0,0,0,111,0,0,0,0,0,0,0,1,Pneumonia,111
Goat,Angora,0.0667,0.0934,0.8333,0.2778,0.1474,0.2778,1,1,0,1,1,1,1,0,0,6,0,0,0,104,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Cat,British Shorthair,0.0667,0.0078,0.6667,0.0556,0.8632,0.0556,1,0,1,1,0,1,1,0,1,6,0,1,0,18,1,0,0,0,0,0,0,0,Feline Renal Disease,80
Dog,Beagle,0.2,0.0139,0.5833,0.9444,0.6105,0.9444,1,0,0,1,0,0,0,1,0,3,1,1,0,3,0,0,1,0,0,0,0,0,Kennel Cough,100
Rabbit,Holland Lop,0.0667,0.002,0.5,0.9444,0.9474,0.9444,1,0,0,1,0,1,0,0,0,3,1,1,0,55,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Cat,Siamese,0.2667,0.0024,0.4167,0.2778,0.9474,0.2778,1,1,0,0,1,0,1,1,1,6,0,1,0,1,1,0,0,0,0,0,0,0,Feline Asthma,68
Dog,Pit Bull,0.0667,0.0197,0.6667,0.5556,0.5684,0.5556,1,0,1,0,0,0,0,0,0,2,0,1,1,89,0,0,1,0,0,0,0,0,Distemper,47
Rabbit,English Angora,0.1333,0.0002,0.8333,0.7778,0.6526,0.7778,1,1,1,1,1,1,0,0,1,7,1,1,1,69,0,0,0,0,0,0,1,0,Viral Hemorrhagic Disease,137
Cow,Ayrshire,0.2667,0.7787,0.1667,0.1111,0.1158,0.1111,1,0,0,1,0,1,0,1,0,4,0,0,0,102,0,1,0,0,0,0,0,0,Bovine Leukemia Virus,14
Cow,Holstein,0.3333,0.8472,0.3333,0.5556,0.1579,0.5556,1,1,1,1,0,0,0,0,1,5,0,0,1,2,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Cow,Angus,0.1333,0.7347,0.5833,0.1111,0.0526,0.1111,0,1,0,1,1,1,0,0,1,5,0,0,0,19,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Dog,Bulldog,0.3333,0.0392,0.25,0.1111,0.6526,0.1111,1,0,1,0,0,1,1,0,0,4,0,1,1,8,0,0,1,0,0,0,0,0,Kennel Cough,100
Cow,Guernsey,0.3333,0.7428,1.0,0.1667,0.0947,0.1667,1,1,0,1,0,1,1,1,1,7,0,0,1,36,0,1,0,0,0,0,0,0,Bovine Respiratory Disease Complex,19
Pig,Yorkshire,0.2667,0.1233,0.6667,0.6111,0.3158,0.6111,1,1,0,0,1,1,1,0,1,6,0,0,1,58,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Dog,Bulldog,0.3333,0.0518,0.0833,0.8333,0.4,0.8333,1,1,0,0,0,1,1,0,1,5,1,0,1,8,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Dog,German Shepherd,0.2667,0.0257,0.4167,0.0,0.5895,0.0,1,1,0,1,1,0,1,0,1,6,0,1,0,6,0,0,1,0,0,0,0,0,Canine Hepatitis,27
Cow,Simmental,0.2667,0.7742,0.4167,0.1111,0.2421,0.1111,0,1,1,0,1,1,1,1,0,6,0,0,1,39,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Pig,Large White,0.2,0.1535,0.5,0.8333,0.2,0.8333,1,1,0,1,1,1,0,0,0,5,1,0,0,99,0,0,0,0,0,1,0,0,Swine Dysentery,129
Pig,Berkshire,0.1333,0.1536,0.0,0.6667,0.2842,0.6667,0,1,1,1,0,1,1,0,1,6,1,0,0,72,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Rabbit,Mini Rex,0.0,0.0,0.1667,0.7222,0.6632,0.7222,1,1,0,0,1,0,0,0,0,3,1,1,0,59,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Cow,Jersey,0.2,0.7332,1.0,0.1111,0.2211,0.1111,1,0,0,1,0,1,0,1,1,5,0,0,1,9,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Sheep,Dorset,0.2667,0.1159,0.4167,0.0556,0.1158,0.0556,1,1,0,1,1,0,0,0,1,5,0,0,0,101,0,0,0,0,0,0,0,1,Scrapie,125
Sheep,Cheviot,0.2667,0.1095,0.5833,0.3333,0.1789,0.3333,1,0,1,1,0,0,1,1,0,5,0,0,0,70,0,0,0,0,0,0,0,1,Scrapie,125
Pig,Duroc,0.0667,0.1266,0.3333,0.1111,0.3579,0.1111,1,1,0,1,1,1,1,1,0,7,0,0,1,62,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Golden Retriever,0.2667,0.0012,0.4167,0.0556,0.6421,0.0556,1,1,0,1,0,0,1,0,0,4,0,1,1,20,0,0,1,0,0,0,0,0,Bordetella Infection,10
Pig,Duroc,0.2667,0.1635,0.4167,0.1111,0.1053,0.1111,1,0,0,1,0,1,1,0,0,4,0,0,0,62,0,0,0,0,0,1,0,0,Porcine Circovirus Disease,112
Dog,Shih Tzu,0.2667,0.0347,0.1667,0.1111,0.5684,0.1111,1,0,0,1,1,1,1,0,0,5,0,1,0,44,0,0,1,0,0,0,0,0,Kennel Cough,100
Dog,Cocker Spaniel,0.0,0.0253,0.5833,0.6111,0.3684,0.6111,1,0,0,1,1,1,0,0,0,4,0,0,0,93,0,0,1,0,0,0,0,0,Canine Distemper,24
Goat,LaMancha,0.2,0.0971,0.8333,0.5556,0.1263,0.5556,0,1,1,1,1,1,1,0,0,6,0,0,0,81,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Cat,Maine Coon,0.1333,0.0024,0.5,0.0556,0.8316,0.0556,1,0,0,0,1,0,1,1,0,4,0,1,1,7,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Sheep,Merino,0.1333,0.1037,0.6667,0.5556,0.1684,0.5556,1,0,0,1,0,1,0,1,1,5,0,0,0,56,0,0,0,0,0,0,0,1,Pasteurellosis,110
Rabbit,Flemish Giant,0.0,0.0016,0.4167,0.7778,0.7789,0.7778,1,1,1,1,1,1,1,1,1,9,1,1,1,66,0,0,0,0,0,0,1,0,Respiratory Infection,121
Horse,Morgan,0.4,0.9429,0.25,0.5,0.1263,0.5,1,0,0,1,1,1,1,1,0,6,0,0,1,29,0,0,0,0,1,0,0,0,Equine Influenza Virus,56
Cow,Angus,0.3333,0.8007,0.3333,0.0556,0.0421,0.0556,1,0,1,0,0,0,0,1,1,4,0,0,0,19,0,1,0,0,0,0,0,0,Mastitis,105
Pig,Tamworth,0.1333,0.1576,0.1667,0.6111,0.2842,0.6111,1,0,1,1,0,0,0,1,1,5,0,0,0,77,0,0,0,0,0,1,0,0,Swine Influenza,133
Sheep,Cheviot,0.2667,0.1435,1.0,0.3333,0.0421,0.3333,1,1,0,0,0,0,1,1,0,4,0,0,0,70,0,0,0,0,0,0,0,1,Scrapie Disease,126
Horse,Andalusian,0.2,0.6358,1.0,0.2778,0.2737,0.2778,1,0,0,1,1,1,1,0,1,6,0,0,1,110,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Horse,Arabian,0.8,0.9107,0.5833,0.6111,0.0,0.6111,1,0,0,1,0,0,0,1,0,3,0,0,1,12,0,0,0,0,1,0,0,0,Equine Rhinopneumonitis,65
Cow,Aberdeen Angus,0.3333,0.731,1.0,0.2222,0.0632,0.2222,1,0,0,1,1,1,0,0,1,5,0,0,0,100,0,1,0,0,0,0,0,0,Bovine Respiratory Disease Complex,19
Cow,Dexter,0.1333,0.7741,0.8333,0.6667,0.1474,0.6667,1,0,0,0,0,1,0,1,1,4,1,0,1,106,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Goat,Alpine,0.3333,0.0636,0.3333,0.7778,0.1158,0.7778,0,1,1,0,1,1,0,1,0,5,1,0,1,61,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Cat,Scottish Fold,0.1333,0.0068,0.5,0.0556,0.9158,0.0556,1,1,1,1,0,0,1,1,0,6,0,1,0,38,1,0,0,0,0,0,0,0,Feline Respiratory Infection,82
Goat,Boer,0.1333,0.076,1.0,0.0,0.1895,0.0,1,0,1,1,0,1,1,1,0,6,0,0,0,57,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Dog,Cocker Spaniel,0.3333,0.0187,0.0833,0.8889,0.7158,0.8889,1,0,1,1,0,1,1,1,1,7,1,1,0,93,0,0,1,0,0,0,0,0,Gastroenteritis,90
Goat,Boer,0.2,0.0854,0.25,0.0,0.1579,0.0,1,1,1,1,0,1,1,0,0,6,0,0,1,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Cow,Ayrshire,0.2667,0.8045,0.3333,0.1111,0.0947,0.1111,1,1,0,0,1,0,0,1,1,5,0,0,0,102,0,1,0,0,0,0,0,0,Bovine Mastitis,15
Cat,Sphynx,0.3333,0.0051,1.0,0.8889,0.8632,0.8889,1,0,1,0,1,0,1,1,1,6,1,1,1,25,1,0,0,0,0,0,0,0,Feline Leukemia,76
Cat,Bengal,0.1333,0.0074,0.8333,0.2778,0.7263,0.2778,0,1,0,0,0,1,1,0,1,4,0,1,1,11,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Horse,Clydesdale,0.4667,0.817,0.0,0.8333,0.0316,0.8333,1,0,1,1,0,0,1,1,1,6,1,0,0,17,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Goat,Boer,0.2667,0.0961,1.0,0.2222,0.1579,0.2222,1,0,1,1,0,1,1,1,1,7,0,0,0,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Standardbred,0.4667,0.6865,0.0,0.5556,0.1895,0.5556,1,0,0,1,1,1,0,1,1,6,0,0,1,33,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Horse,Tennessee Walker,0.2,0.8982,0.3333,0.5,0.2526,0.5,1,1,1,0,0,0,1,1,1,6,0,0,0,48,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Horse,Shetland Pony,0.5333,0.7908,0.0,0.7222,0.0,0.7222,1,0,0,1,1,1,1,1,1,7,1,0,1,78,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Siberian,0.2667,0.0034,0.3333,0.0,0.7895,0.0,1,0,0,0,0,1,1,0,0,3,0,1,0,41,1,0,0,0,0,0,0,0,Feline Leukemia,76
Cat,Maine Coon,0.2,0.0044,0.1667,0.6111,0.8211,0.6111,1,0,1,0,0,0,1,1,0,4,0,1,0,7,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Cat,Burmese,0.2,0.0087,0.0,0.3333,0.6421,0.3333,1,1,1,1,0,0,0,0,0,4,0,1,0,64,1,0,0,0,0,0,0,0,Feline Upper Respiratory Infection,84
Pig,Large White,0.2,0.1476,0.0,0.6111,0.1684,0.6111,1,0,0,1,0,1,1,1,1,6,0,0,1,99,0,0,0,0,0,1,0,0,Swine Flu,132
Dog,Labrador Retriever,0.3333,0.01,0.5,0.3889,0.5158,0.3889,1,1,0,0,0,1,1,1,1,6,0,0,0,37,0,0,1,0,0,0,0,0,Pancreatitis,107
Dog,Beagle,0.3333,0.0408,0.4167,0.5556,0.5053,0.5556,1,0,1,0,0,1,1,1,0,5,0,0,1,3,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cow,Jersey,0.1333,0.6607,0.25,0.0556,0.2316,0.0556,1,1,0,1,0,1,0,1,0,5,0,0,0,9,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Cow,Brahman,0.2667,0.7104,0.4167,0.2222,0.1263,0.2222,1,1,1,1,0,0,0,0,0,4,0,0,1,27,0,1,0,0,0,0,0,0,Bovine Respiratory Disease Complex,19
Cow,Shorthorn,0.4,0.8423,0.5833,0.2222,0.0737,0.2222,1,0,1,1,0,1,1,1,1,7,0,0,1,43,0,1,0,0,0,0,0,0,Mastitis,105
Horse,Morgan,0.3333,0.6284,0.0,0.1667,0.1789,0.1667,1,0,1,0,0,0,1,1,0,4,0,0,0,29,0,0,0,0,1,0,0,0,Equine Laminitis,57
Cat,Siamese,0.2,0.0118,0.4167,1.0,0.8526,1.0,1,1,0,0,0,1,1,1,0,5,1,1,0,1,1,0,0,0,0,0,0,0,Upper Respiratory Infection,136
Cat,Persian,0.1333,0.0077,0.0,0.3333,0.8,0.3333,1,0,0,1,0,1,1,1,0,5,0,1,1,4,1,0,0,0,0,0,0,0,Feline Panleukopenia Virus,79
Dog,Poodle,0.2,0.0061,0.3333,0.5556,0.5263,0.5556,1,0,1,0,1,1,1,0,0,5,0,0,1,10,0,0,1,0,0,0,0,0,Kennel Cough,100
Cow,Guernsey,0.2,0.8299,0.25,0.5556,0.1789,0.5556,1,1,1,1,0,0,1,0,1,6,0,0,1,36,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Horse,Clydesdale,0.4,0.7384,0.0833,0.9444,0.1789,0.9444,1,0,0,0,0,1,1,1,1,5,1,0,0,17,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Pig,Berkshire,0.1333,0.1558,0.6667,0.5,0.2211,0.5,1,0,1,1,1,1,1,0,1,7,0,0,1,72,0,0,0,0,0,1,0,0,Swine Influenza,133
Goat,Angora,0.3333,0.0747,0.5833,0.6667,0.1053,0.6667,1,1,1,1,0,1,0,1,1,7,1,0,1,104,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Cow,Holstein,0.2667,0.6048,0.4167,0.0,0.1474,0.0,1,1,0,1,1,0,1,0,0,5,0,0,1,2,0,1,0,0,0,0,0,0,Tuberculosis,135
Rabbit,Himalayan,0.0667,0.0,0.6667,0.8333,0.7474,0.8333,1,1,0,1,1,1,1,0,1,7,1,1,1,74,0,0,0,0,0,0,1,0,Enteritis,48
Dog,Dachshund,0.1333,0.0121,0.0833,0.8333,0.5158,0.8333,1,1,0,1,0,1,1,1,1,7,1,0,1,24,0,0,1,0,0,0,0,0,Canine Distemper,24
Cat,Maine Coon,0.0667,0.008,0.1667,0.1111,0.8,0.1111,1,1,0,1,1,1,1,1,0,7,0,1,0,7,1,0,0,0,0,0,0,0,Feline Herpesvirus,73
Cat,Bengal,0.2,0.0073,0.3333,0.4444,0.7474,0.4444,1,0,0,1,0,1,0,0,1,4,0,1,0,11,1,0,0,0,0,0,0,0,Feline Viral Rhinotracheitis,85
Pig,Berkshire,0.2,0.1292,1.0,0.5,0.1053,0.5,1,1,0,1,1,1,1,1,0,7,0,0,1,72,0,0,0,0,0,1,0,0,Actinobacillus Suis,1
Cat,Bengal,0.2,0.009,0.0833,0.8889,0.9053,0.8889,1,1,1,0,1,1,1,0,1,7,1,1,0,11,1,0,0,0,0,0,0,0,Feline Leukemia,76
Dog,Labrador,0.2667,0.0233,0.0833,1.0,0.5263,1.0,1,1,0,1,0,1,1,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,Kennel Cough,100
Cat,Persian,0.1333,0.0037,0.5,0.3333,0.6632,0.3333,1,0,1,1,1,1,0,0,0,5,0,1,1,4,1,0,0,0,0,0,0,0,Feline Chlamydiosis,71
Horse,Mustang,0.2,0.7233,0.3333,0.9444,0.0421,0.9444,1,1,1,1,0,1,0,1,0,6,1,0,0,90,0,0,0,0,1,0,0,0,Equine Arthritis,49
Pig,Wessex Saddleback,0.3333,0.158,0.4167,0.9444,0.1368,0.9444,1,0,0,1,0,1,1,0,1,5,1,0,0,92,0,0,0,0,0,1,0,0,Swine Erysipelas,130
Cow,Brahman,0.0667,0.7271,0.5,0.1111,0.1474,0.1111,1,1,0,1,1,0,1,1,1,7,0,0,0,27,0,1,0,0,0,0,0,0,Bovine Respiratory Disease Complex,19
Dog,Rottweiler,0.2667,0.0296,0.4167,0.5,0.5368,0.5,0,0,1,0,1,1,1,0,1,5,0,1,0,40,0,0,1,0,0,0,0,0,Canine Heartworm Disease,26
Cow,Holstein,0.0667,0.6628,0.8333,0.8333,0.1474,0.8333,0,1,1,0,0,1,0,1,1,5,1,0,1,2,0,1,0,0,0,0,0,0,Bovine Coccidiosis,11
Cat,Russian Blue,0.3333,0.0068,0.3333,0.3889,0.7474,0.3889,1,1,1,0,0,0,0,0,0,3,0,1,0,21,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Cow,Charolais,0.2,0.6885,0.0,0.1111,0.0421,0.1111,1,0,1,1,1,1,0,1,1,7,0,0,1,86,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Pig,Berkshire,0.1333,0.1601,0.0833,0.7778,0.2526,0.7778,1,0,0,1,0,0,1,1,0,4,1,0,0,72,0,0,0,0,0,1,0,0,Swine Dysentery,129
Cow,Hereford,0.2667,0.8118,0.5,0.7778,0.1474,0.7778,1,1,1,0,1,1,1,1,0,7,1,0,0,13,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Horse,Arabian,0.8,0.6959,0.6667,0.6111,0.0947,0.6111,1,1,0,0,0,0,0,1,1,4,0,0,0,12,0,0,0,0,1,0,0,0,Equine Pneumonia,63
Sheep,Hampshire,0.2,0.0823,0.4167,0.5,0.0526,0.5,1,0,1,0,1,1,1,0,0,5,0,0,1,108,0,0,0,0,0,0,0,1,Bluetongue,8
Pig,Large White,0.1333,0.1733,0.6667,0.4444,0.2842,0.4444,1,0,0,1,1,0,1,1,0,5,0,0,1,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Pig,Pietrain,0.2,0.1569,0.8333,0.6667,0.1684,0.6667,1,1,1,1,0,0,1,0,0,5,1,0,1,113,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Jersey,0.4667,0.708,0.0,0.3333,0.1053,0.3333,0,1,1,1,1,0,1,1,0,6,0,0,0,9,0,1,0,0,0,0,0,0,Mastitis,105
Cat,Devon Rex,0.2667,0.0047,0.6667,0.7778,0.6632,0.7778,1,0,0,1,0,0,0,1,0,3,1,1,1,32,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Rabbit,Mini Rex,0.0,0.0024,0.0,0.9444,0.7895,0.9444,1,0,1,0,0,1,1,1,1,6,1,1,0,59,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Dog,Dachshund,0.2667,0.0219,0.0,0.4444,0.5474,0.4444,1,0,1,0,1,0,0,0,0,3,0,1,1,24,0,0,1,0,0,0,0,0,Pancreatitis,107
Horse,Thoroughbred,0.6667,0.5304,0.25,0.0,0.0526,0.0,0,1,0,1,1,0,0,1,0,4,0,0,1,5,0,0,0,0,1,0,0,0,Equine Metabolic Syndrome,60
Sheep,Suffolk,0.1333,0.0874,0.6667,0.0556,0.1474,0.0556,1,1,0,1,1,1,0,1,0,6,0,0,1,60,0,0,0,0,0,0,0,1,Scrapie,125
Cow,Angus,0.3333,0.7284,0.5,0.0556,0.1053,0.0556,0,0,1,1,0,1,1,0,1,5,0,0,0,19,0,1,0,0,0,0,0,0,Salmonellosis,124
Goat,Kiko,0.2,0.0686,0.5833,0.7778,0.1789,0.7778,1,0,1,1,1,1,1,1,1,8,1,0,1,76,0,0,0,1,0,0,0,0,Pneumonia,111
Cow,Dexter,0.1333,0.8822,0.0833,0.4444,0.1053,0.4444,1,0,0,1,0,1,0,0,0,3,0,0,0,106,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Dog,Poodle,0.2667,0.0212,0.5833,0.7778,0.4737,0.7778,1,1,1,0,1,0,1,0,0,5,1,0,1,10,0,0,1,0,0,0,0,0,Leptospirosis,102
Cow,Red Poll,0.4,0.7019,0.4167,0.2222,0.1263,0.2222,0,1,1,1,0,0,1,1,0,5,0,0,0,112,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Holland Lop,0.0,0.0022,0.4167,0.0,0.8211,0.0,1,0,1,1,0,0,0,0,0,3,0,1,0,55,0,0,0,0,0,0,1,0,Pasteurellosis,110
Rabbit,Himalayan,0.0,0.0005,0.0,0.1111,0.8105,0.1111,1,0,1,1,1,0,0,1,0,5,0,1,1,74,0,0,0,0,0,0,1,0,Pasteurellosis,110
Cat,British Shorthair,0.3333,0.0058,0.0833,0.6667,0.7684,0.6667,0,1,0,1,1,1,1,1,1,7,1,1,0,18,1,0,0,0,0,0,0,0,Panleukopenia,108
Horse,American Quarter,0.4667,0.6459,0.25,0.3889,0.2421,0.3889,1,0,1,0,0,0,0,0,1,3,0,0,0,42,0,0,0,0,1,0,0,0,Equine Rhinopneumonitis,65
Goat,Kiko,0.0667,0.0795,0.8333,0.6111,0.2105,0.6111,1,0,1,0,0,1,1,0,0,4,0,0,1,76,0,0,0,1,0,0,0,0,Pneumonia,111
Cow,Red Angus,0.2,0.7353,0.1667,0.8889,0.2,0.8889,0,0,0,0,0,1,1,1,0,3,1,0,0,34,0,1,0,0,0,0,0,0,Bovine Johne's Disease,13
Goat,Toggenburg,0.2,0.0872,0.4167,0.3889,0.1474,0.3889,1,0,1,0,1,0,0,0,0,3,0,0,1,71,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Quarter Horse,0.4,0.6976,1.0,0.8333,0.1368,0.8333,1,1,0,1,0,1,1,1,0,6,1,0,1,22,0,0,0,0,1,0,0,0,Equine Influenza,55
Pig,Landrace,0.2,0.1399,0.4167,0.5556,0.1474,0.5556,1,1,0,1,0,1,0,0,1,5,0,0,0,88,0,0,0,0,0,1,0,0,Swine Flu,132
Goat,Boer,0.2,0.0872,1.0,0.9444,0.1474,0.9444,1,1,1,1,0,1,0,0,0,5,1,0,0,57,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Clydesdale,0.2667,0.8306,0.25,0.7222,0.0,0.7222,1,1,0,1,0,0,1,1,0,5,1,0,1,17,0,0,0,0,1,0,0,0,Equine Laminitis,57
Goat,Kiko,0.2667,0.1051,1.0,0.2778,0.1053,0.2778,1,0,0,0,0,0,0,0,1,2,0,0,0,76,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Horse,Pinto,0.5333,0.543,0.1667,1.0,0.2947,1.0,1,1,0,1,1,0,1,0,1,6,1,0,1,85,0,0,0,0,1,0,0,0,Equine Encephalitis,51
Cow,Angus,0.4,0.8024,0.25,0.8889,0.2526,0.8889,1,0,0,0,0,0,0,1,0,2,1,0,0,19,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Dog,Shih Tzu,0.4,0.0012,0.4167,0.6667,0.4632,0.6667,1,1,0,0,0,0,1,0,0,3,1,0,0,44,0,0,1,0,0,0,0,0,Canine Distemper,24
Cow,Ayrshire,0.2667,0.678,0.5833,0.1111,0.1053,0.1111,1,1,0,1,0,0,1,1,1,6,0,0,0,102,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Cow,Jersey,0.1333,0.7345,0.6667,0.6667,0.2105,0.6667,1,0,1,1,0,1,1,0,0,5,1,0,0,9,0,1,0,0,0,0,0,0,Bovine Viral Diarrhea,22
Cow,Limousin,0.2,0.7225,0.0833,0.5,0.1579,0.5,1,1,1,1,1,1,1,1,0,8,0,0,0,30,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Himalayan,0.0,0.0014,0.6667,0.0,0.5579,0.0,1,0,1,1,0,0,1,0,0,4,0,1,0,74,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Cat,Abyssinian,0.1333,0.0033,0.1667,0.5556,0.7789,0.5556,0,0,0,1,1,1,0,0,1,4,0,1,1,26,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Goat,Alpine,0.0667,0.1192,1.0,0.5,0.1158,0.5,1,0,0,1,1,1,1,1,0,6,0,0,0,61,0,0,0,1,0,0,0,0,Gastrointestinal Infection,91
Dog,Bulldog,0.2667,0.0433,0.6667,0.8889,0.6105,0.8889,1,0,0,1,0,0,1,1,1,5,1,1,0,8,0,0,1,0,0,0,0,0,Canine Hepatitis,27
Rabbit,English Spot,0.0,0.0009,0.0833,1.0,0.7158,1.0,1,1,0,1,1,0,0,1,0,5,1,1,0,94,0,0,0,0,0,0,1,0,Snuffles,127
Goat,Kiko,0.2667,0.098,0.25,0.7778,0.2526,0.7778,1,0,1,1,1,0,0,0,0,4,1,0,1,76,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Tamworth,0.3333,0.1379,0.5,0.5556,0.1368,0.5556,0,0,1,0,1,0,0,1,1,4,0,0,0,77,0,0,0,0,0,1,0,0,Swine Influenza,133
Rabbit,Himalayan,0.1333,0.0009,1.0,0.3333,0.8,0.3333,1,1,1,1,0,0,1,0,1,6,0,1,0,74,0,0,0,0,0,0,1,0,Viral Hemorrhagic Disease,137
Cow,Hereford,0.2667,0.7415,0.0833,0.2778,0.0,0.2778,1,0,1,1,1,1,1,1,1,8,0,0,1,13,0,1,0,0,0,0,0,0,Bovine Mastitis,15
Pig,Duroc,0.0667,0.1555,0.8333,0.8889,0.2842,0.8889,1,1,0,1,1,0,1,0,1,6,1,0,1,62,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea Virus,114
Sheep,Blackface,0.3333,0.1346,0.5,0.9444,0.1789,0.9444,1,0,0,1,0,0,1,0,1,4,1,0,1,115,0,0,0,0,0,0,0,1,Blue Tongue Virus,7
Goat,Alpine,0.1333,0.0962,1.0,0.2778,0.1053,0.2778,1,1,1,0,0,1,1,1,0,6,0,0,1,61,0,0,0,1,0,0,0,0,Goat Pox,94
Goat,Saanen,0.1333,0.1174,1.0,0.6667,0.1368,0.6667,1,0,0,0,0,1,1,0,0,3,1,0,0,96,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Sheep,Leicester Longwool,0.1333,0.1125,0.1667,0.1667,0.0632,0.1667,1,0,0,1,0,1,0,1,1,5,0,0,0,97,0,0,0,0,0,0,0,1,Scrapie,125
Dog,German Shepherd,0.2667,0.0364,0.0833,1.0,0.4842,1.0,0,1,1,1,0,1,0,0,1,5,1,0,1,6,0,0,1,0,0,0,0,0,Parvovirus,109
Pig,Large White,0.2,0.1249,0.8333,1.0,0.3263,1.0,1,0,0,0,1,0,0,1,1,4,1,0,1,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Dog,Rottweiler,0.3333,0.0297,0.4167,0.2222,0.5263,0.2222,0,1,1,1,0,0,1,1,0,5,0,0,1,40,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Rabbit,English Lop,0.0667,0.0024,0.0,0.1667,0.7368,0.1667,1,1,1,1,1,0,1,0,0,6,0,1,0,114,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Sheep,Southdown,0.2,0.1059,0.25,0.5,0.2,0.5,1,1,0,1,1,0,1,1,1,7,0,0,1,109,0,0,0,0,0,0,0,1,Maedi-Visna,104
Cat,Russian Blue,0.2,0.0069,1.0,0.7222,0.7895,0.7222,1,1,1,0,0,1,0,0,0,4,1,1,1,21,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
