Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Rabbit,Himalayan,2,Male,1.2,Sneezing,Reduced Appetite,Lameness,Coughing,10 days,Yes,No,No,Yes,No,No,Yes,Yes,Yes,39.6°C,132,Myxomatosis
Horse,Quarter Horse,8,Female,585.9,Diarrhea,Skin Lesions,Reduced Wool Production,Swollen Joints,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,38.4°C,80,Equine Influenza
Sheep,Blackface,7,Female,95.9,Eye Discharge,Diarrhea,Weight Loss,Reduced Mobility,2 days,Yes,No,No,Yes,No,Yes,Yes,No,Yes,38.9°C,75,Scrapie
Rabbit,Mini Lop,3,Female,2.6,Reduced Wool Growth,Weight Loss,Reduced Mobility,Vomiting,2 weeks,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.3°C,150,Rabbit Hemorrhagic Disease
Goat,Nigerian Dwarf,2,Male,85.3,Reduced Wool Growth,Lameness,Coughing,Reduced Mobility,12 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,39.9°C,86,Caseous Lymphadenitis
Sheep,Karakul,4,Male,93.1,Reduced Wool Production,Decreased Milk Yield,Appetite Loss,Eye Discharge,3 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,40.0°C,72,Bluetongue
Goat,Nubian,4,Female,78.1,Reduced Wool Production,Loss of Appetite,Sneezing,Swollen Joints,2 weeks,Yes,No,No,No,No,No,No,No,Yes,38.5°C,90,Caseous Lymphadenitis
Sheep,Texel,4,Female,83.2,No,Diarrhea,Sneezing,Reduced Milk Production,12 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,38.5°C,78,Pasteurellosis
Dog,Golden Retriever,5,Male,17.9,Vomiting,Weight Loss,Sneezing,Appetite Loss,8 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,38.7°C,130,Canine Flu
Dog,Beagle,5,Male,21.6,Coughing,Loss of Appetite,Swollen Joints,Diarrhea,2 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,40.1°C,117,Heartworm Disease
Cow,Charolais,3,Male,591.9,Nasal Discharge,Appetite Loss,Eye Discharge,Vomiting,8 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.3°C,89,Cryptosporidiosis
Cow,Simmental,4,Male,567.5,Reduced Wool Production,Sneezing,Labored Breathing,Appetite Loss,2 weeks,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,38.6°C,77,Bovine Viral Diarrhea
Cow,Ayrshire,7,Female,719.2,Skin Lesions,Dehydration,Fever,Coughing,9 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.6°C,79,Bovine Tuberculosis
Dog,Dalmatian,2,Female,32.2,Nasal Discharge,Fever,Skin Lesions,Lethargy,2 weeks,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,38.4°C,127,Kennel Cough
Cow,Angus,7,Male,626.8,Dehydration,Decreased Milk Yield,No,Appetite Loss,7 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.7°C,90,Bovine Respiratory Disease
Sheep,Dorset,6,Female,104.8,Eye Discharge,Reduced Wool Production,Reduced Mobility,Swollen Legs,2 weeks,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.2°C,79,Scrapie
Dog,Boxer,3,Female,33.4,Swelling,Reduced Wool Production,No,Appetite Loss,6 days,Yes,Yes,No,No,Yes,No,No,Yes,No,38.9°C,134,Canine Heartworm Disease
Cat,Persian,5,Male,6.6,Decreased Milk Yield,Coughing,Reduced Wool Production,Appetite Loss,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38.5°C,145,Feline Chlamydia
Goat,Saanen,5,Female,88.2,Appetite Loss,Decreased Milk Yield,Reduced Appetite,Reduced Mobility,6 days,Yes,No,No,No,No,No,No,Yes,Yes,38.7°C,92,Coccidiosis
Horse,Thoroughbred,9,Female,600.9,Weight Loss,Eye Discharge,Reduced Wool Growth,Diarrhea,7 days,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,40.2°C,71,Equine Encephalomyelitis
Cow,Holstein,3,Male,549.0,Dehydration,Swollen Legs,Reduced Milk Production,Reduced Mobility,2 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,40.0°C,87,Bovine Tuberculosis
Cat,Abyssinian,1,Male,3.8,Reduced Wool Production,Weight Loss,Fever,Reduced Appetite,4 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.7°C,140,Feline Panleukopenia
Goat,Boer,5,Female,57.7,Reduced Wool Growth,Skin Lesions,Loss of Appetite,Labored Breathing,7 days,Yes,No,No,No,Yes,Yes,Yes,Yes,No,39.4°C,85,Caprine Arthritis Encephalitis
Cow,Jersey,6,Female,580.5,Lameness,Skin Lesions,Reduced Wool Production,Weight Loss,1 week,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.6°C,84,Johne's Disease
Sheep,Dorper,5,Female,114.7,Coughing,Decreased Milk Yield,Loss of Appetite,Diarrhea,9 days,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,39.6°C,73,Caseous Lymphadenitis
Horse,Quarter Horse,5,Female,560.1,Eye Discharge,Loss of Appetite,Lameness,Reduced Wool Production,2 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,40.2°C,70,Equine Laminitis
Cat,Burmese,1,Male,3.8,Vomiting,Decreased Milk Yield,Loss of Appetite,Reduced Milk Production,8 days,No,No,No,Yes,No,Yes,No,No,Yes,39.5°C,148,Ringworm
Rabbit,English Spot,2,Male,2.3,Reduced Wool Growth,Reduced Appetite,Lethargy,Swelling,2 weeks,No,No,No,No,No,Yes,No,Yes,No,40.0°C,153,Rabbit Syphilis
Sheep,Dorset,4,Male,78.4,Diarrhea,Reduced Wool Production,Appetite Loss,Weight Loss,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.1°C,86,Maedi-Visna
Cat,Abyssinian,1,Female,5.5,Swollen Legs,Nasal Discharge,Diarrhea,Labored Breathing,12 days,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,39.4°C,145,Intestinal Parasites
Dog,Golden Retriever,6,Female,6.9,Eye Discharge,Reduced Mobility,Lethargy,Lameness,12 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40.2°C,131,Gastroenteritis
Pig,Large White,4,Female,117.8,Skin Lesions,Vomiting,Coughing,Weight Loss,4 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,38.6°C,95,Swine Flu
Cat,Siamese,6,Male,4.3,Reduced Wool Production,Diarrhea,Reduced Appetite,Lethargy,2 days,No,Yes,Yes,Yes,No,No,Yes,Yes,No,39.9°C,144,Feline Upper Respiratory Infection
Sheep,Southdown,4,Female,81.1,Skin Lesions,Decreased Milk Yield,Dehydration,Reduced Appetite,9 days,No,No,No,Yes,Yes,Yes,No,No,Yes,39.7°C,73,Maedi-Visna
Dog,Labrador Retriever,1,Female,35.1,Labored Breathing,No,Lameness,Vomiting,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.2°C,117,Gastroenteritis
Rabbit,Dutch,3,Male,2.3,Vomiting,Diarrhea,Swollen Legs,Appetite Loss,8 days,Yes,No,No,Yes,No,No,Yes,No,Yes,39.8°C,154,Pasteurellosis
Sheep,Merino,6,Male,117.5,Appetite Loss,Reduced Mobility,Sneezing,Lethargy,10 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.7°C,89,Contagious Ecthyma
Horse,Clydesdale,8,Female,603.1,Appetite Loss,Swollen Legs,Coughing,Eye Discharge,1 week,Yes,Yes,No,No,No,No,Yes,Yes,Yes,38.5°C,85,Equine Laminitis
Sheep,Suffolk,3,Male,130.9,Coughing,Reduced Mobility,Eye Discharge,Loss of Appetite,2 weeks,Yes,No,No,Yes,Yes,No,No,Yes,No,39.2°C,76,Foot-and-Mouth Disease
Horse,Tennessee Walker,4,Male,504.1,Eye Discharge,Appetite Loss,Decreased Milk Yield,Reduced Wool Growth,9 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,39.1°C,88,Equine Herpesvirus
Cat,Scottish Fold,5,Female,7.6,Sneezing,Coughing,Vomiting,Swollen Joints,8 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,39.8°C,147,Feline Infectious Peritonitis
Dog,Beagle,3,Female,39.4,Sneezing,Coughing,Weight Loss,Labored Breathing,5 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,38.4°C,138,Canine Leptospirosis
Rabbit,Holland Lop,2,Female,2.2,Eye Discharge,Fever,Reduced Wool Production,Reduced Mobility,8 days,No,No,No,Yes,Yes,Yes,Yes,No,No,40.2°C,145,Rabbit Syphilis
Rabbit,Himalayan,3,Female,1.0,Reduced Wool Production,No,Weight Loss,Nasal Discharge,10 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,39.5°C,159,Rabbit Syphilis
Cat,Maine Coon,2,Male,6.3,Decreased Milk Yield,Weight Loss,Loss of Appetite,Reduced Wool Production,9 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,38.4°C,135,Feline Upper Respiratory Infection
Rabbit,Dutch,1,Male,2.0,Swollen Joints,Eye Discharge,Appetite Loss,Sneezing,9 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.1°C,165,Myxomatosis
Goat,Nubian,6,Female,87.9,Loss of Appetite,Lethargy,Swollen Legs,Swelling,8 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.2°C,92,Caprine Arthritis Encephalitis
Sheep,Cheviot,5,Male,106.4,Diarrhea,Reduced Mobility,Labored Breathing,Swelling,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.5°C,79,Scrapie
Cow,Jersey,2,Female,541.8,Reduced Mobility,Dehydration,Appetite Loss,Vomiting,6 days,Yes,Yes,No,Yes,Yes,Yes,No,No,No,39.2°C,79,Bovine Tuberculosis
Pig,Duroc,5,Male,131.1,Vomiting,Fever,Reduced Mobility,Appetite Loss,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,39.1°C,107,Swine Fever
Cow,Holstein,6,Female,560.1,Vomiting,Skin Lesions,Fever,Reduced Mobility,1 week,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,39.8°C,80,Bovine Viral Diarrhea
Goat,Angora,5,Female,83.7,Dehydration,Diarrhea,Reduced Wool Growth,Skin Lesions,12 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.7°C,80,Caprine Arthritis Encephalitis
Goat,Nubian,3,Female,76.9,Skin Lesions,Reduced Wool Growth,No,Reduced Wool Production,3 days,No,Yes,No,No,No,Yes,No,Yes,No,39.6°C,86,Caprine Arthritis Encephalitis Virus
Sheep,Dorper,5,Female,116.0,Reduced Wool Growth,Reduced Wool Production,Vomiting,Lameness,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,No,38.4°C,80,Scrapie
Pig,Berkshire,3,Female,141.5,Sneezing,Reduced Mobility,Swollen Legs,Swollen Joints,8 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,40.1°C,91,Actinobacillus Pleuropneumonia
Dog,Poodle,3,Male,15.5,Reduced Milk Production,Swelling,Labored Breathing,Lethargy,6 days,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,40.1°C,120,Canine Parvovirus
Dog,German Shepherd,1,Female,13.5,Eye Discharge,Lethargy,Appetite Loss,Vomiting,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,39.9°C,116,Canine Distemper
Dog,Bulldog,4,Male,18.4,Fever,Loss of Appetite,Decreased Milk Yield,No,8 days,Yes,Yes,No,No,No,Yes,No,No,No,38.4°C,120,Canine Cough
Pig,Duroc,3,Male,95.4,Lameness,Appetite Loss,Fever,Nasal Discharge,8 days,No,No,No,No,No,Yes,Yes,Yes,No,38.7°C,88,Swine Influenza
Cat,Burmese,3,Male,7.5,Dehydration,Swelling,Vomiting,Coughing,6 days,Yes,No,No,No,Yes,Yes,No,Yes,Yes,39.0°C,139,Feline Leukemia
Cat,Maine Coon,3,Female,8.1,Swollen Legs,Swelling,Weight Loss,Skin Lesions,10 days,Yes,No,Yes,No,No,No,No,No,Yes,38.7°C,134,Feline Renal Disease
Cow,Brown Swiss,3,Male,630.7,Reduced Appetite,No,Lameness,Diarrhea,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40.0°C,81,Bovine Viral Diarrhea
Cat,Persian,4,Female,8.1,No,Reduced Milk Production,Coughing,Reduced Appetite,7 days,Yes,No,No,Yes,Yes,Yes,Yes,No,No,39.2°C,145,Upper Respiratory Infection
Horse,Standardbred,5,Male,447.0,Appetite Loss,Skin Lesions,Lethargy,Reduced Appetite,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.7°C,88,Equine Laminitis
Cat,Maine Coon,1,Female,4.1,Reduced Wool Growth,Reduced Wool Production,Reduced Appetite,Decreased Milk Yield,10 days,No,No,Yes,No,Yes,No,Yes,No,Yes,38.6°C,143,Upper Respiratory Infection
Goat,Alpine,3,Female,73.3,Loss of Appetite,Reduced Milk Production,Swollen Legs,Appetite Loss,8 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.9°C,84,Caseous Lymphadenitis
Cow,Brown Swiss,7,Male,643.7,Appetite Loss,Fever,Reduced Milk Production,Eye Discharge,9 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,39.0°C,91,Bovine Johne's Disease
Goat,Alpine,2,Female,90.4,No,Reduced Mobility,Loss of Appetite,Eye Discharge,5 days,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,40.1°C,87,Caprine Arthritis Encephalitis
Goat,Boer,7,Female,60.7,Reduced Wool Growth,Lameness,Coughing,Reduced Milk Production,8 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,39.2°C,82,Caprine Arthritis Encephalitis
Cow,Guernsey,4,Male,605.5,Reduced Milk Production,Swollen Legs,Fever,Weight Loss,1 week,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.7°C,89,Bovine Mastitis
Cow,Holstein,4,Female,593.2,Skin Lesions,Reduced Milk Production,Vomiting,Reduced Wool Growth,10 days,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,38.7°C,87,Foot and Mouth Disease
Sheep,Dorper,4,Male,65.0,Reduced Wool Production,Vomiting,No,Swelling,4 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.2°C,77,Contagious Ecthyma
Pig,Landrace,3,Female,126.7,Vomiting,Appetite Loss,Swollen Joints,Reduced Mobility,6 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,39.2°C,81,Swine Flu
Horse,Pinto,4,Male,850.0,Reduced Appetite,Lameness,Sneezing,Labored Breathing,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,40.2°C,87,Equine Herpesvirus
Cow,Hereford,2,Male,554.9,Skin Lesions,No,Lethargy,Eye Discharge,12 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,40.2°C,83,Respiratory Syncytial Virus
Cat,Scottish Fold,3,Male,6.1,Reduced Appetite,Weight Loss,Appetite Loss,Dehydration,9 days,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,38.8°C,138,Feline Coronavirus
Goat,Saanen,4,Female,85.6,Reduced Mobility,Coughing,Vomiting,Reduced Milk Production,12 days,No,Yes,Yes,Yes,Yes,No,No,No,Yes,39.9°C,84,Caprine Arthritis Encephalitis
Dog,Border Collie,3,Female,26.2,Appetite Loss,Skin Lesions,Swollen Legs,Reduced Wool Production,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,38.4°C,132,Allergic Rhinitis
Cow,Jersey,5,Female,617.3,Reduced Milk Production,Weight Loss,Swollen Joints,Skin Lesions,10 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,39.7°C,76,Bovine Respiratory Disease
Cat,Maine Coon,5,Female,6.5,Swollen Joints,Loss of Appetite,Reduced Wool Production,Reduced Appetite,9 days,Yes,No,No,No,No,No,Yes,Yes,No,39.4°C,134,Feline Leukemia
Cat,Siamese,4,Female,5.0,Reduced Wool Growth,Loss of Appetite,Dehydration,Reduced Appetite,2 weeks,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,38.6°C,147,Feline Leukemia Virus
Horse,Arabian,10,Male,608.1,Swelling,Reduced Wool Growth,Weight Loss,Swollen Joints,1 week,No,No,Yes,Yes,No,No,No,No,Yes,39.2°C,76,Equine Infectious Anemia
Cow,Red Angus,6,Male,565.9,Skin Lesions,Swollen Legs,Decreased Milk Yield,Swelling,9 days,Yes,No,No,No,Yes,No,Yes,Yes,No,38.9°C,79,Bovine Leukemia Virus
Dog,Beagle,3,Male,20.8,Lethargy,Swelling,Appetite Loss,No,9 days,No,Yes,No,No,No,No,Yes,No,Yes,39.1°C,114,Kennel Cough
Cat,Sphynx,7,Male,5.5,Vomiting,Coughing,Sneezing,Dehydration,2 weeks,Yes,Yes,No,No,No,No,No,No,Yes,38.6°C,150,Feline Leukemia Virus
Dog,Beagle,3,Female,18.7,Diarrhea,Lameness,Eye Discharge,Swollen Legs,10 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38.6°C,100,Canine Leptospirosis
Horse,Clydesdale,6,Female,697.3,Decreased Milk Yield,Skin Lesions,Appetite Loss,Vomiting,3 days,Yes,No,No,No,No,No,Yes,Yes,No,39.3°C,79,Equine Infectious Anemia
Horse,Standardbred,9,Female,441.7,Swollen Joints,Reduced Milk Production,Sneezing,Vomiting,6 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,93,Degenerative Joint Disease
Horse,Thoroughbred,8,Male,493.1,Swollen Legs,Lameness,Reduced Milk Production,Weight Loss,2 weeks,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.5°C,84,Equine Encephalitis
Cow,Guernsey,5,Female,578.4,Lameness,Swelling,Lethargy,Reduced Wool Growth,5 days,Yes,No,No,No,No,No,No,No,No,40.0°C,79,Bovine Respiratory Disease Complex
Dog,Rottweiler,5,Female,3.3,Swollen Legs,Vomiting,Lameness,Decreased Milk Yield,1 week,No,Yes,No,No,Yes,Yes,Yes,No,No,40.2°C,120,Canine Distemper
Cat,Siamese,2,Female,4.0,Reduced Appetite,Diarrhea,Swollen Legs,Eye Discharge,10 days,Yes,No,No,No,Yes,No,Yes,No,Yes,39.9°C,140,Feline Calicivirus
Sheep,Romney,5,Male,124.4,Lameness,Coughing,Dehydration,Loss of Appetite,10 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.6°C,75,Chlamydia in Sheep
Cat,Persian,7,Female,4.8,Lethargy,Weight Loss,Coughing,Labored Breathing,6 days,Yes,Yes,Yes,No,Yes,Yes,No,No,No,39.5°C,148,Inflammatory Bowel Disease
Pig,Tamworth,5,Male,112.3,Skin Lesions,Nasal Discharge,Diarrhea,Fever,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.2°C,90,Swine Influenza
Cat,Burmese,4,Male,5.9,Reduced Wool Production,Swelling,Sneezing,Weight Loss,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.1°C,141,Conjunctivitis
Pig,Duroc,4,Female,130.6,Lethargy,Swollen Legs,Decreased Milk Yield,Dehydration,9 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.5°C,94,Swine Erysipelas
Rabbit,Dutch,1,Male,1.0,Vomiting,Reduced Wool Production,Labored Breathing,No,8 days,Yes,No,No,Yes,No,Yes,Yes,Yes,No,38.7°C,157,Snuffles
Pig,Large White,2,Male,127.8,Coughing,Sneezing,Skin Lesions,Appetite Loss,6 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,39.6°C,97,Porcine Circovirus Disease
Pig,Landrace,5,Male,106.9,Swelling,Fever,Appetite Loss,Reduced Appetite,4 days,Yes,Yes,No,Yes,Yes,No,No,No,No,38.5°C,100,Swine Influenza
Pig,Poland China,3,Male,105.2,Decreased Milk Yield,Reduced Milk Production,Swollen Legs,Reduced Mobility,2 days,Yes,Yes,Yes,No,Yes,No,No,No,No,40.2°C,81,Actinobacillus Pleuropneumonia
Cat,Persian,3,Female,4.2,Skin Lesions,Lameness,Dehydration,Lethargy,2 weeks,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,38.5°C,150,Feline Leukemia Virus
Pig,Berkshire,2,Female,115.0,Reduced Mobility,Skin Lesions,Labored Breathing,Weight Loss,12 days,Yes,No,Yes,Yes,No,No,No,Yes,Yes,38.9°C,82,Actinobacillus Pleuropneumonia
Pig,Chester White,2,Male,127.3,Labored Breathing,Reduced Wool Production,Lethargy,Decreased Milk Yield,6 days,Yes,No,No,No,Yes,Yes,Yes,No,No,39.2°C,93,Swine Influenza
Cat,Burmese,5,Male,9.4,Sneezing,Vomiting,Nasal Discharge,Lethargy,4 days,Yes,No,Yes,No,Yes,No,No,Yes,Yes,39.0°C,140,Feline Calicivirus
Horse,Clydesdale,13,Male,657.5,Decreased Milk Yield,Reduced Wool Production,Loss of Appetite,Reduced Milk Production,5 days,Yes,No,Yes,No,No,No,No,Yes,No,40.0°C,72,Equine Influenza
Cow,Simmental,3,Female,593.4,Reduced Wool Growth,Reduced Wool Production,Swollen Joints,Lethargy,4 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.8°C,85,Mastitis
Cat,Abyssinian,2,Male,7.3,Lameness,Vomiting,Appetite Loss,Eye Discharge,2 weeks,No,No,No,Yes,Yes,No,Yes,No,Yes,39.3°C,139,Feline Herpesvirus
Cow,Limousin,4,Male,624.3,Reduced Milk Production,Fever,Loss of Appetite,Reduced Mobility,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,38.7°C,91,Bovine Mastitis
Cat,Bengal,7,Male,3.0,Skin Lesions,Lethargy,Eye Discharge,Vomiting,3 days,Yes,No,Yes,No,No,Yes,Yes,No,Yes,38.7°C,132,Ringworm
Dog,Doberman Pinscher,4,Male,22.5,Swollen Legs,Appetite Loss,Dehydration,Lethargy,10 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,114,Distemper
Sheep,Suffolk,5,Female,110.6,Fever,Lameness,No,Diarrhea,12 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,38.4°C,81,Scrapie
Sheep,Suffolk,4,Male,133.6,Swelling,Lameness,Nasal Discharge,No,9 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,40.0°C,83,Blue Tongue
Cat,Bengal,4,Female,7.2,Reduced Milk Production,Coughing,Lameness,Decreased Milk Yield,2 days,Yes,No,Yes,No,No,No,Yes,Yes,No,38.7°C,142,Feline Chlamydiosis
Horse,Thoroughbred,9,Female,450.9,Sneezing,Lameness,Swollen Legs,Reduced Wool Production,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.0°C,82,Equine Herpesvirus
Sheep,Texel,4,Male,83.6,Swollen Legs,Lethargy,Sneezing,Swelling,2 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.8°C,79,Chlamydia in Sheep
Horse,Tennessee Walker,8,Male,370.6,Lameness,Dehydration,Coughing,Labored Breathing,8 days,Yes,Yes,Yes,No,No,No,Yes,No,Yes,39.3°C,91,Equine Laminitis
Cow,Ayrshire,8,Female,638.1,Eye Discharge,Weight Loss,Swelling,Skin Lesions,5 days,Yes,No,No,Yes,Yes,Yes,No,No,Yes,40.2°C,78,Johne's Disease
Cat,Bengal,1,Male,3.0,Nasal Discharge,No,Loss of Appetite,Vomiting,1 week,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.7°C,148,Feline Upper Respiratory Infection
Goat,Nubian,6,Male,96.0,Labored Breathing,Reduced Appetite,Lameness,Appetite Loss,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.1°C,84,Pneumonia
Cow,Jersey,3,Female,681.6,Reduced Appetite,Skin Lesions,Loss of Appetite,Reduced Milk Production,7 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,78,Respiratory Syncytial Virus
Dog,Bulldog,1,Female,13.8,Vomiting,Nasal Discharge,Decreased Milk Yield,Appetite Loss,5 days,Yes,No,No,Yes,No,No,Yes,No,Yes,40.1°C,110,Gastroenteritis
Goat,Nubian,5,Female,70.7,No,Diarrhea,Swelling,Reduced Wool Growth,5 days,Yes,Yes,No,No,No,Yes,Yes,Yes,No,39.6°C,80,Caprine Respiratory Disease
Cow,Holstein,4,Female,638.7,Vomiting,Loss of Appetite,Swollen Joints,Eye Discharge,9 days,Yes,Yes,No,Yes,No,No,No,Yes,Yes,38.6°C,70,Bovine Respiratory Disease
Pig,Landrace,3,Male,127.9,Sneezing,Weight Loss,Swollen Joints,Reduced Wool Production,10 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.6°C,109,Actinobacillus Pleuropneumonia
Cow,Guernsey,3,Female,578.3,Weight Loss,Nasal Discharge,Vomiting,Fever,1 week,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,40.1°C,84,Mastitis
Pig,Yorkshire,3,Female,150.0,Diarrhea,Nasal Discharge,Reduced Milk Production,Swelling,9 days,No,No,No,Yes,No,No,Yes,Yes,No,40.1°C,96,Porcine Epidemic Diarrhea
Dog,Rottweiler,5,Male,13.0,No,Reduced Wool Growth,Weight Loss,Swollen Legs,2 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.6°C,127,Canine Distemper
Rabbit,English Angora,1,Male,1.5,Fever,No,Nasal Discharge,Appetite Loss,2 days,Yes,No,No,Yes,Yes,No,Yes,No,No,39.1°C,139,Rabbit Viral Hemorrhagic Disease
Goat,Nigerian Dwarf,6,Female,97.8,Diarrhea,Reduced Wool Growth,Fever,Dehydration,2 weeks,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,38.9°C,87,Pneumonia
Cow,Angus,3,Female,581.3,Eye Discharge,Loss of Appetite,Diarrhea,Skin Lesions,7 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.1°C,79,Bovine Mastitis
Rabbit,Holland Lop,2,Female,1.0,Decreased Milk Yield,Eye Discharge,Reduced Mobility,Labored Breathing,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,38.8°C,140,Myxomatosis
Cow,Charolais,2,Female,586.8,Reduced Milk Production,Eye Discharge,Skin Lesions,Reduced Wool Production,7 days,No,No,No,Yes,No,Yes,Yes,Yes,No,39.8°C,79,Bovine Respiratory Disease
Goat,Saanen,5,Male,74.9,Lethargy,Reduced Appetite,No,Reduced Wool Production,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,38.6°C,80,Caprine Viral Arthritis
Horse,Morgan,12,Male,605.7,Reduced Mobility,Weight Loss,Loss of Appetite,Decreased Milk Yield,1 week,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.6°C,80,West Nile Virus
Cow,Brown Swiss,7,Female,698.7,Weight Loss,Diarrhea,Reduced Wool Growth,Reduced Appetite,8 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.9°C,82,Bovine Tuberculosis
Rabbit,Mini Lop,1,Female,3.2,Sneezing,Swollen Legs,Vomiting,Dehydration,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,141,Rabbit Hemorrhagic Disease
